Address,Name,Email
9 Devonshire Square London EC2M 4YF,SEAM Architects Ltd,mark@seamarchitects.com
Retail Unit 7 Lower Concourse Liverpool Street Station Liverpool Street London EC2M 7PY,Evolve Architecture,richardm@evolve-architecture.com
Brushfield House 12 Brushfield Street London E1 6AN,Firstplan,cjones@firstplan.co.uk
199 Bishopsgate London EC2M 3TY,DP9,esme.omeara@dp9.co.uk
1 Exchange Square London EC2A 2JN,DP9,eleanor.hulm@DP9.co.uk
9 Devonshire Square London EC2M 4YF,SEAM Architects Ltd,mark@seamarchitects.com
13 Eastcheap London EC3M 1BU,Ampersand Associates,joshua@ampersand-associates.com
16 Eastcheap London EC3M 1BD,Firstplan,mshearman@firstplan.co.uk
City Business Centre Lower Road London SE16 2XB,Southwark Council,philip.freeman-bentley@southwark.gov.uk
21 Lombard Street London EC3V 9AH,Gerald Eve LLP,HScott@geraldeve.com
The Great Hall 60 Victoria Embankment London EC4Y 0JP,Westbourne Planning Ltd,milesyoung@westbournes.uk
Peterborough Court 133 Fleet Street London EC4A 2BB,Gerald Eve LLP,mcartwright@geraldeve.com
Salisbury Square 2,Gerald Eve LLP,cmcmonagle@geraldeve.com
Mersey House And Daniel House 131,Gerald Eve LLP,mcartwright@geraldeve.com
Peterborough Court 133 Fleet Street London EC4A 2BB,Gerald Eve LLP,mcartwright@geraldeve.com
Mersey House And Daniel House 131,Gerald Eve LLP,mcartwright@geraldeve.com
3 New Street Square London EC4A 3BT,DP9,heloise.whiteman@dp9.co.uk
66,Deloitte LLP,awelby@deloitte.co.uk
5 Pemberton Row London EC4A 3BA,Northlight Architects,joaquim@northligharchitects.co.uk
St Martins House 16 St Martin,Rolfe Judd Planning,benc@rolfe-judd.co.uk
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
St Martins House 16 St Martin,Rolfe Judd Planning,benc@rolfe-judd.co.uk
St Martins House 16 St Martin,Rolfe Judd Planning,benc@rolfe-judd.co.uk
St Martins House 16 St Martin,Rolfe-Judd Planning,femia@rolfe-judd.co.uk
101 Moorgate London EC2M 6SL,Savills,amreen.kausar@savills.com
Tenter House 45 Moorfields London EC2Y 9AE,Montagu Evans LLP,graham.allison@montagu-evans.co.uk
88,Lichfields,alison.bembenek@lichfields.uk
88,Lichfields,alison.bembenek@lichfields.uk
88,Lichfields,alison.bembenek@lichfields.uk
25 Moorgate London EC2R 6AR,DP9,hugh.sowerby@dp9.co.uk
94 Moorgate London EC2M 6UR,Lewis Hickey Ltd,kieran.leadbetter@lewishickey.com
26,ISG Ltd,Holly.AnneDe-Buriatte@isgltd.com
94 Moorgate London EC2M 6UR,Lewis Hickey Ltd,kieran.leadbetter@lewishickey.com
57 Moorgate London EC2R 6BH,Monmouth Planning,dzaire@monmouthplanning.co.uk
Calico House 42 Bow Lane London EC4M 9DT,Daniel Watney LLP,cgoodrum@danielwatney.co.uk
Rector,Matthew Lloyd Architects,alex.sherratt@matthewlloyd.co.uk
Sun Court 67 Cornhill London EC3V 3NB,Oliver Brown,andrewwallace@oliverbrown.org.uk
The Royal Exchange London EC3V 3LL,Planning Potential,samuel.elliott@heritagepotential.co.uk
Royal Exchange Cornhill London EC3V 3DG,TMD Building Consultancy Ltd,neil.sennett@tmdbc.co.uk
Former Richard Cloudesley School Golden Lane Estate London EC1Y 0TZ,Montague Evans LLP,nadine.james@montagu-evans.co.uk
323 Cromwell Tower Barbican London EC2Y 8NB,SAM Architects,m.schubert@samarchitects.co.uk
179 Andrewes House Barbican London EC2Y 8BA,Thomson Brothers (London) Ltd,admin@thomsonbrothers.co.uk
7 The Postern Barbican London EC2Y 8BJ,Quinn Architects,admin@quinnuk.com
27 Bayer House Golden Lane Estate London EC1Y 0RN,Studio Naama,stones@studionaama.com
Livery Hall Skinners,6A Architects,maya@6a.co.uk
Livery Hall Skinners,6A Architects,maya@6a.co.uk
Livery Hall Skinners,6A Architects,maya@6a.co.uk
Farmers,Batcheller Monkhouse,n.webb@batchellermonkhouse.com
160 Queen Victoria Street London EC4V 4BF,CBRE Ltd,Grace.Collins1@cbre.com
15 Old Bailey London EC4M 7EF,Studio Moren Ltd,edwardm@studiomoren.co.uk
160 Queen Victoria Street London EC4V 4BF,CBRE Ltd,Grace.Collins1@cbre.com
100 New Bridge Street London EC4V 6JA,DP9,carol.bowditch@dp9.co.uk
Livery Hall 39A Bartholomew Close London EC1A 7JN,Brompton Planning Ltd.,huwwilliams0906@gmail.com
New Bridge Street House 30,Turley,kinari.tsuchida@turley.co.uk
150 Aldersgate Street London EC1A 4AB,Gerald Eve LLP,hhowat@geraldeve.com
Central Criminal Court Old Bailey London EC4M 7EH,Burrell Foley Fischer LLP,mail@bff-architects.co.uk
42,Etchingham Morris Architecture Ltd,mde@etchingham-morris.co.uk
18,DP9,taylar.vernon@dp9.co.uk
150 Aldersgate Street London EC1A 4AB,Gerald Eve LLP,hhowat@geraldeve.com
Central Criminal Court Old Bailey London EC4M 7EH,Burrell Foley Fischer LLP,mail@bff-architects.co.uk
Development Site 100 Fetter Lane London EC4A 1ES,DP9,jack.playford@dp9.co.uk
4,Q Square Group Ltd,matthew.leigh@qsquare.co.uk
4,Regent Land And Development Ltd,matthew.leigh@qsquare.co.uk
4,Regent Land And Development Ltd,matthew.leigh@qsquare.co.uk
4,Q Square Group Ltd,matthew.leigh@qsquare.co.uk
4,Q Square Group Ltd,matthew.leigh@qsquare.co.uk
31 Holborn London EC1N 2HR,A&amp;Q Partnership (London) Ltd,HSBCretail@aqp.co.uk
31 Holborn London EC1N 2HR,A&amp;Q Partnership (London) Ltd,HSBCretail@aqp.co.uk
1 Essex Court Middle Temple London EC4Y 9AR,Horsley Huber Architects Ltd,stephen.hart@hhastudio.com
37 Fleet Street London EC4Y 1BT,ADAM Architecture,annabel.clark@adamarchitecture.com
Poultry Market East Poultry Avenue London EC1A 9LH,Gerald Eve LLP,asiddiqui@geraldeve.com
Poultry Market And General Market And The Annexe Buildings West Smithfield London EC1A 9PS,Gerald Eve LLP,asiddiqui@geraldeve.com
5 Chancery Lane London WC2A 1LG,Rapleys,annie.taylor@rapleys.com
Staple Inn High Holborn London WC1V 7QH,Marcus Beale Architects,daniel.shabetai@marcus-beale.co.uk
85 Gracechurch Street London EC3V 0AA,DP9,alasdair.buckle@dp9.co.uk
10 Fenchurch Avenue London EC3M 5AG,TP Bennett LLP,mike.ibbott@tpbennett.com
150,Town Planning Bureau,info@tpbureau.co.uk
122 Minories London EC3N 1NT,Estreetbrand Ltd,mark@archiview.co.uk
122 Minories London EC3N 1NT,Archiview Ltd,mark@archiview.co.uk
122 Minories London EC3N 1NT,Estreetbrand Ltd,mark@archiview.co.uk
"Site Bounded By Fenchurch Street, Mark Lane, Dunster Court And Mincing Lane London EC3M 3JY",Gerald Eve LLP,sthomson@geraldeve.com
55 Mark Lane London EC3R 7NE,Directive Planning,info@directiveplanning.co.uk
65 Crutched Friars London EC3N 2AE,DP9,emily.keenan@dp9.co.uk
Ibex House 42,Left City,sd@leftcity.org
"Land Bound By Fenchurch Street, Mark Lane, Dunster Court And Mincing Lane, London EC3M 3JQ",Gerald Eve LLP,sthomson@geraldeve.com
65 Crutched Friars London EC3N 2AE,DP9,emily.keenan@dp9.co.uk
"Land Bound By Fenchurch Street, Mark Lane, Dunster Court And Mincing Lane, London EC3M 3JQ",Gerald Eve LLP,sthomson@geraldeve.com
Ibex House 42,Left City,sd@leftcity.org
65 Crutched Friars London EC3N 2AE,DP9,emily.keenan@dp9.co.uk
Museum of London London Wall London EC2Y 5HN,Rapleys,Shane.scollard@rapleys.com
191 Shakespeare Tower Barbican London EC2Y 8DR,Thomson Brothers (London) Ltd,admin@thomsonbrothers.co.uk
232 Shakespeare Tower Barbican London EC2Y 8DR,Thomson Brothers (London) Ltd,admin@thomsonbrothers.co.uk
Creechurch House 24 Creechurch Lane London EC3A 5JX,Stantec UK Limited,alex.kitts@stantec.com
65 Fenchurch Street London EC3M 4BE,Beamish Planning Consultancy,adam@beamishplanningconsultancy.co.uk
The Baltic Exchange 38 St Mary Axe London EC3A 8EX,SM Planning,info@smplanning.com
19,DP9,theo.barker@dp9.co.uk
Bury House 1,DP9 Ltd,jake.tubb@dp9.co.uk
Holland House 1,DP9 Ltd,jake.tubb@dp9.co.uk
Woolgate Exchange 25 Basinghall Street London EC2V 5HA,Gerald Eve LLP,nicolamiller@geraldeve.com
City Place House 55 Basinghall Street London EC2V 5DX,DP9 Ltd,mike.moon@dp9.co.uk
25 Basinghall Street London EC2V 5HA,Gerald Eve LLP,nicolamiller@geraldeve.com
5 Aldermanbury Square London EC2V 7HR,Savills,crmoore@savills.com
City Place House 55 Basinghall Street London EC2V 5DX,DP9,mike.moon@dp9.co.uk
3 Appold Street London EC2A 2AF,Pringle Design Limited,pringledesign@outlook.com
7 Devonshire Square London EC2M 4YH,DP9,heloise.whiteman@dp9.co.uk
2,DP9 Ltd,michael.worthington@dp9.co.uk
6 Devonshire Square London EC2M 4YE,DP9 Ltd,oscar.mansfieldjones@dp9.co.uk
112,DP9,susie.clemens@dp9.co.uk
10 Devonshire Square London EC2M 4YP,DP9,marcus.stuart@dp9.co.uk
"9, 9A, 10, And 11 Devonshire Square London EC2M 4YR",DP9,marcus.stuart@dp9.co.uk
124 Middlesex Street London E1 7HY,DeltaBravo Group,adamb@deltabravogroup.com
216 Bishopsgate London EC2M 4PT,ISG Ltd.,ismael.teixeira@isgltd.com
155 Bishopsgate London EC2M 3TQ,DP9 Ltd,zoe.smythe@dp9.co.uk
Adelaide House London Bridge London EC4R 9HA,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Adelaide House London Bridge London EC4R 9HA,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Adelaide House London Bridge London EC4R 9HA,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Adelaide House London Bridge London EC4R 9HA,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Warnford Court 29 Throgmorton Street London EC2N 2AT,DP9 Limited,josh.thomas@dp9.co.uk
41 Lothbury London EC2R 7HF,Gerald Eve LLP,hdavies@geraldeve.com
41 Lothbury London EC2R 7HF,Gerald Eve LLP,hdavies@geraldeve.com
The Dutch Church 7 Austin Friars London EC2N 2HA,Caroe Architecture,touseer.ahmad@caroe.biz
The Dutch Church 7 Austin Friars London EC2N 2HA,Caroe Architecture,touseer.ahmad@caroe.biz
26 Copthall Avenue London EC2R 7DN,Path Design,guy@pathdesign.co.uk
The Albion Public House 2,Catherine Banfield,catherine@thebanfields.com
The Albion Public House 2,Catherine Banfield Ltd,catherine@thebanfields.com
28 Tudor Street London EC4Y 0AY,T P Bennett LLP,mike.ibbott@tpbennett.com
4 New Street Square London EC4A 3BF,Eddisons,nick.rymer@eddisons.com
Ground Floor And Basement Retail Unit 165 Fleet Street London EC4A 2DY,Beasley Dickson Architects,info@beasleydickson.com
Kildare House 3 Dorset Rise London EC4Y 8EN,Turley,emily.rickard@turley.co.uk
150 Cheapside London EC2V 6ET,Rolfe Judd Planning,johno@rolfe-judd.co.uk
4A Frederick,DP9 Ltd,luke.emmerton@dp9.co.uk
St Martins House 16 St Martin,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Tenter House 45 Moorfields London EC2Y 9AE,Montagu Evans LLP,anna.harrhy@montagu-evans.co.uk
London Metropolitan University 84 Moorgate London EC2M 6SQ,Broadgrove Planning &amp; Development,ja@broadgrove.co.uk
86 Moorgate London EC2M 6SE,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Tenter House 45 Moorfields London EC2Y 9AE,Montagu Evans LLP,anna.harrhy@montagu-evans.co.uk
56,Lustedgreen,dorota@lustedgreen.com
56,Lustedgreen,dorota@lustedgreen.com
2 Royal Exchange Buildings London EC3V 3LF,Geraghty Taylor,karl.taylor@geraghtytaylor.com
6 Adam,Get Planning And Architecture Ltd,info@get-planning.co.uk
Cripplegate House 1 Golden Lane London EC1Y 0RR,DP9 Ltd,ted.rainford@dp9.co.uk
Cripplegate House 1 Golden Lane London EC1Y 0RR,DP9 Ltd,alasdair.buckle@dp9.co.uk
Cripplegate House 1 Golden Lane London EC1Y 0RR,DP9 Ltd,ted.rainford@dp9.co.uk
601 Willoughby House Barbican London EC2Y 8BN,Blair Associates Architecture Ltd,g.muncaster@blairaarch.com
343 Crescent House Golden Lane Estate London EC1Y 0SN,Lawrence King Architecture And Design,stuart@lawrenceking.com
371 Cromwell Tower Barbican London EC2Y 8NB,Blair Associates Architecture Ltd,g.muncaster@blairaarch.com
Cromwell Tower Barbican London EC2,Dalcour Maclaren,nick.allan@dalcourmaclaren.com
Cromwell Tower Barbican London EC2 8DD,Dalcour Maclaren,nick.allan@dalcourmaclaren.com
Newbury House 10,Jaxon Architecture Ltd,info@jaxonarchitecture.com
Central Criminal Court Old Bailey London EC4M 7EH,HOK International Ltd,helen.molton@hok.com
Central Criminal Court Old Bailey London EC4M 7EH,HOK International Ltd,helen.molton@hok.com
The University of Chicago Booth 1 Bartholomew Close London EC1A 7BL,DP9 Ltd,michael.worthington@dp9.co.uk
100 New Bridge Street London EC4V 6JA,DP9,carol.bowditch@dp9.co.uk
20 Giltspur Street London EC1A 9DD,DP9,amelia.johnson@dp9.co.uk
Development Site 14,DP9,zoe.smythe@dp9.co.uk
Public Telephone Outside 81 Farringdon Street 1 London EC4A 4BL,J C Decaux UK Ltd,martin.stephens@jcdecaux.com
Public Telephone Outside 81 Farringdon Street London EC4A 4BL,J C Decaux UK Ltd,martin.stephens@jcdecaux.com
Second Floor South New Court Middle Temple London EC4Y 9BE,Middle Temple,w.kervick@middletemple.org.uk
Poultry Market And General Market And The Annexe Buildings West Smithfield London EC1A 9PS,Gerald Eve LLP,asiddiqui@geraldeve.com
Poultry Market And General Market And The Annexe Buildings West Smithfield London EC1A 9PS,Gerald Eve LLP,asiddiqui@geraldeve.com
New Court Middle Temple London EC4Y 9BE,Middle Temple,w.kervick@middletemple.org.uk
Exchequer Court 33 St Mary Axe London EC3A 8AA,DP9,emily.keenan@dp9.co.uk
1 Great St Helen,CBRE Planning &amp; Development Team,london.planning@cbre.com
9 Aldgate High Street London EC3N 1AH,Woods Hardwick Planning Ltd,r.murdock@woodshardwick.com
9 Aldgate High Street London EC3N 1AH,Woods Hardwick Planning Ltd,r.murdock@woodshardwick.com
15,Acme Space,em@acme.ac
"Land Bound By Fenchurch Street, Mark Lane, Dunster ,London EC3M 3JY",Gerald Eve LLP,sthomson@geraldeve.com
"Land Bound By Fenchurch Street, Mark Lane, Dunster ,London EC3M 3JY",Sophie Thomson,sthomson@geraldeve.com
"Land Bound By Fenchurch Street, Mark Lane, Dunster ,London EC3M 3JY",Gerald Eve LLP,sthomson@geraldeve.com
"Site Bounded By Fenchurch Street, Mark Lane, Dunster Court And Mincing Lane London EC3M 3JY",Sophie Thomson,sthomson@geraldeve.com
"Site Bounded By Fenchurch Street, Mark Lane, Dunster Court And Mincing Lane London EC3M 3JY",Gerald Eve LLP,sthomson@geraldeve.com
"Site Bounded By Fenchurch Street, Mark Lane, Dunster Court And Mincing Lane London EC3M 3JY",Gerald Eve LLP,sthomson@geraldeve.com
Bank Underground Station King William Street London EC3V 3LA,TFL,laurastritch@tfl.gov.uk
Princes Court 7 Prince,Gerald Eve,amehdi@geraldeve.com
Scottish Provident Building 1,PRS Architects,s.ilieva@prsarchitects.com
Scottish Provident Building 1,PRS Architects,s.ilieva@prsarchitects.com
Scottish Provident Building 1,PRS Architects,s.ilieva@prsarchitects.com
Bank 1 Prince,AtkinsRealis,roxanne.porter-robinson@atkinsrealis.com
1 Old Jewry London EC2R 8DN,Savills,crmoore@savills.com
81 John Trundle Court Barbican London EC2Y 8NE,Blair Associates Architecture Ltd,g.muncaster@blairaarch.com
192 Shakespeare Tower Barbican London EC2Y 8DR,Thomson Brothers (London) Ltd,admin@thomsonbrothers.co.uk
The Baltic Exchange 38 St Mary Axe London EC3A 8EX,SM Planning,info@smplanning.com
The Baltic Exchange 38 St Mary Axe London EC3A 8EX,S M Planning,info@smplanning.com
Site Bounded By 19,DP9 Ltd,theo.barker@dp9.co.uk
Site Bounded By 19,DP9 Ltd,theo.barker@dp9.co.uk
72 Fenchurch Street London EC3M 4BR,Extension Plans UK,admin@extensionplansuk.co.uk
71 Fenchurch Street London EC3M 4BR,Rok Planning,matthew.roe@rokplanning.co.uk
Woolgate Exchange 25 Basinghall Street London EC2V 5HA,Gerald Eve LLP,nicolamiller@geraldeve.com
Woolgate Exchange 25 Basinghall Street London EC2V 5HA,Gerald Eve LLP,nicolamiller@geraldeve.com
4,DP9,michael.worthington@dp9.co.uk
Umi House 4,Beamish Planning Consultancy,adam@beamishplanningconsultancy.co.uk
100 Liverpool Street London EC2M 2AT,DP9,esme.omeara@dp9.co.uk
Exchange Square London EC2A 2BR,DP9,charlotte.allen@dp9.co.uk
10 Devonshire Square London EC2M 4YP,Pringle Richards Sharratt Architects,j.ricketts@prsarchitects.com
10 Devonshire Square London EC2M 4YP,Pringle Richards Sharratt Architects,j.ricketts@prsarchitects.com
4,DP9,michael.worthington@dp9.co.uk
2,DP9,charlotte.allen@dp9.co.uk
Eldon House 2,DP9,charlotte.allen@dp9.co.uk
7 Devonshire Square London EC2M 4YH,DP9,heloise.whiteman@dp9.co.uk
7 Devonshire Square London EC2M 4YH,DP9,heloise.whiteman@dp9.co.uk
4,DP9,michael.worthington@dp9.co.uk
Adelaide House London Bridge London EC4R 9HA,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Adelaide House London Bridge London EC4R 9HA,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Adelaide House London Bridge London EC4R 9HA,Rolfe Judd Planning,benc@rolfe-judd.co.uk
42 Fish Street Hill London EC3R 6BR,Beamish Planning Consultancy,adam@beamishplanningconsultancy.co.uk
"Land Bounded By Fleet Street, Salisbury Court, Salisbury Square, Primrose Hill",Gerald Eve LLP,ohawe@geraldeve.com
"Land Bounded By Fleet Street, Salisbury Court, Salisbury Square, Primrose Hill",Gerald Eve LLP,ohawe@geraldeve.com
33 Holborn London EC1N 2HT,DP9,louise.overton@dp9.co.uk
66,Deloitte LLP,awelby@deloitte.co.uk
Mersey House And Daniel House 131,Gerald Eve LLP,mcartwright@geraldeve.com
Mersey House And Daniel House 131,Gerald Eve LLP,mcartwright@geraldeve.com
Kildare House 3 Dorset Rise London EC4Y 8EN,Turley,taylor.cherrett@turley.co.uk
5 Frederick,DP9 Ltd,luke.emmerton@dp9.co.uk
St Martins House 16 St Martin,Rolfe Judd Planning,benc@rolfe-judd.co.uk
St Martins House 16 St Martin,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Unit 4 150 Cheapside London EC2V 6ET,Firstplan,thumphries@firstplan.co.uk
102 Cheapside London EC2V 6DT,Sea Design Group,joe.james@seadesigngroup.com
30 Gresham Street London EC2V 7PG,TP Bennett,donald.considine@tpbennett.com
1 Bishopsgate London EC2N 3AQ,A&amp;Q Partnership (London) Ltd,HSBCretail@aqp.co.uk
Cripplegate House 1 Golden Lane London EC1Y 0RR,DP9,ted.rainford@dp9.co.uk
Cripplegate House 1 Golden Lane London EC1Y 0RR,DP9,alasdair.buckle@dp9.co.uk
343 Crescent House Golden Lane Estate London EC1Y 0SN,Lawrence King Architecture And Design,stuart@lawrenceking.com
20 Giltspur Street London EC1A 9DD,DP9,amelia.johnson@dp9.co.uk
"Footway Adjacent To Christchurch Greyfriars Churchyard, Newgate Street London EC1",TfL - Town Planning &amp; Heritage Team,michaelraby@tfl.gov.uk
150 Aldersgate Street 3,Gerald Eve LLP,hhowat@geraldeve.com
20 Giltspur Street London EC1A 9DD,DP9,amelia.johnson@dp9.co.uk
2 King Edward Street London EC1A 1HQ,Steadberry Ltd,ken.whitman@bofa.com
11 Pilgrim Street London EC4V 6RN,Gerald Eve LLP,EMounsey@geraldeve.com
27 Bream,Daniel Watney LLP,cgoodrum@danielwatney.co.uk
27 Bream,Daniel Watney LLP,cgoodrum@danielwatney.co.uk
187 Fleet Street London EC4A 2HS,Iceni Projects,lnicholson@iceniprojects.com
187 Fleet Street London EC4A 2HS,Iceni Projects,lnicholson@iceniprojects.com
332 High Holborn London WC1V 7PS,SpaceInvader Design,planning@spaceinvaderdesign.co.uk
19 Holborn London EC1N 2JS,Studio AA Ltd,info@studioaa.co.uk
Leadenhall Court 1 Leadenhall Street London EC3V 1PP,DP9,jack.playford@dp9.co.uk
Hasilwood House 60,DP9,harri.aston@dp9.co.uk
147,Savills,poppy.heneghan@savills.com
Exchequer Court 33 St Mary Axe London EC3A 8AA,Luken Beck MDP Ltd.,clarewhitehead@lukenbeck.com
Retail Unit 5 Tower Place East Tower Place London EC3R 5BT,SHW,hbeyer@shw.co.uk
Friary Court 65 Crutched Friars London EC3N 2AE,DP9,emma.hardy@dp9.co.uk
Tower of All Hallows Staining 50 Fenchurch Street London EC3R 7LQ,Gerald Eve LLP,sthomson@geraldeve.com
Friary Court 65 Crutched Friars London EC3N 2AE,DP9,emily.keenan@dp9.co.uk
1 Aldgate London EC3N 1RE,ISG Ltd,Holly.AnneDe-Buriatte@isgltd.com
71 Fenchurch Street London EC3M 4BR,ROK Planning,matthew.roe@rokplanning.co.uk
The Baltic Exchange 38 St Mary Axe London EC3A 8EX,S M Planning,info@smplanning.com
71 Fenchurch Street London EC3M 4BR,ROK Planning,matthew.roe@rokplanning.co.uk
City Tower And City Place House 40,DP9,mike.moon@dp9.co.uk
118 Middlesex Street London E1 7HY,Rolfe Judd Planning,markr@rolfe-judd.co.uk
100 Bishopsgate London EC2N 4AG,West Green Planning Ltd,ben@westgreenplanning.co.uk
10 Devonshire Square London EC2M 4YP,Pringle Richards Sharratt Architects,j.ricketts@prsarchitects.com
10 Devonshire Square London EC2M 4YP,PRS Architects,j.ricketts@prsarchitects.com
Land Along Sun Street Passage Broadgate Campus London EC2M 2QS,DP9 Limited,zoe.smythe@dp9.co.uk
Retail Unit 32 Upper Concourse Liverpool Street Station Liverpool Street London EC2M 7PY,Harrison Ince Architects Ltd,planning@harrison-ince.co.uk
1,DP9 Limited,zoe.smythe@dp9.co.uk
5 Broadgate London EC2M 2QS,Waldon Telecom Ltd,fiona.kadama@waldontelecom.com
St Paul,Kilburn Nightingale Architects,ELS@KilburnNightingale.com
10,Gerald Eve LLP,ajackson@geraldeve.com
St Paul,Kilburn Nightingale Architects,ELS@KilburnNightingale.com
1 New Change London EC4M 9AF,Gerald Eve LLP,nicolamiller@geraldeve.com
Allianz House 60 Gracechurch Street London EC3V 0HR,DP9 Ltd,Peter.Twemlow@dp9.co.uk
15 Eastcheap London EC3M 1BU,Pegasus Group,James.tullett@pegasusgroup.co.uk
Faryners House 25 Monument Street London EC3R 8BQ,Gerald Eve LLP,amehdi@geraldeve.com
15 Eastcheap London EC3M 1BU,Pegasus Group,James.tullett@pegasusgroup.co.uk
15 Eastcheap London EC3M 1BU,Pegasus Group,James.tullett@pegasusgroup.co.uk
41 Lothbury London EC2R 7HF,Gerald Eve LLP,hdavies@geraldeve.com
41 Lothbury London EC2R 7HF,Gerald Eve,bgibbs@geraldeve.com
41 Lothbury London EC2R 7HF,Gerald Eve,bgibbs@geraldeve.com
9,Daniel Watney LLP,ldavenport@danielwatney.co.uk
9,Daniel Watney LLP,ldavenport@danielwatney.co.uk
9,Daniel Watney LLP,ldavenport@danielwatney.co.uk
26 Copthall Avenue London EC2R 7DN,Path Design,guy@pathdesign.co.uk
"Site Bounded By King William Street, Cannon Street,Abchurch Lane",Avison Young,ben.hood@avisonyoung.com
"Site Bounded By King William Street, Cannon Street, Abchurch Lane",Avison Young,ben.hood@avisonyoung.com
"Site Bounded By King William Street, Cannon Street,Abchurch Lane",Avison Young,ben.hood@avisonyoung.com
"Site Bounded By King William Street, Cannon Street,Abchurch Lane",Avison Young,ben.hood@avisonyoung.com
"Site Bounded By King William Street, Cannon Street,Abchurch Lane",Avison Young,ben.hood@avisonyoung.com
"Site Bounded By King William Street, Cannon Street, Abchurch Lane",Avison Young,ben.hood@avisonyoung.com
54 King William Street London EC4R 9AD,Lichfields,henry.gomm@lichfields.uk
54 King William Street London EC4R 9AD,Lichfields,henry.gomm@lichfields.uk
"Site Bounded By King William Street, Cannon Street, Abchurch Lane",Avison Young,ben.hood@avisonyoung.com
"Site Bounded By King William Street, Cannon Street, Abchurch Lane",Avison Young,ben.hood@avisonyoung.com
St Mary Abchurch House 123,Ampersand Associates Ltd,joshua@ampersand-associates.com
"Site Bounded By King William Street, Cannon Street, Abchurch Lane",Avison Young,ben.hood@avisonyoung.com
"Site Bounded By King William Street, Cannon Street, Abchurch Lane",Avison Young,ben.hood@avisonyoung.com
"Site Bounded By King William Street, Cannon Street, Abchurch Lane",Avison Young,ben.hood@avisonyoung.com
New Street Square London EC4A 3BZ,Avison Young,smruti.patel@avisonyoung.com
Daniel House And Mersey House,Gerald Eve LLP,mcartwright@geraldeve.com
Daniel House And Mersey House,Gerald Eve LLP,mcartwright@geraldeve.com
Northcliffe House 26,DP9,oscar.mansfieldjones@dp9.co.uk
Daniel House And Mersey House,Gerald Eve LLP,mcartwright@geraldeve.com
6 St Andrew Street London EC4A 3AE,DP9,charlotte.allen@dp9.co.uk
Temple Chambers 3,Turley,samuel.brown@turley.co.uk
"Land Bounded By Fleet Street, Salisbury Court, Salisbury Square, Primrose Hill",Gerald Eve LLP,ohawe@geraldeve.com
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
10 Gresham Street London EC2V 7JD,Nexus Planning Ltd,g.goff@nexusplanning.co.uk
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
St Martins House 16 St Martin,Rolfe Judd Planning,benc@rolfe-judd.co.uk
25 Moorgate London EC2R 6AR,PJMA LLP,Luke.robinson@pjma.eu
London Metropolitan University 84 Moorgate London EC2M 6SQ,Broadgrove Planning &amp; Development,ja@broadgrove.co.uk
London Metropolitan University 84 Moorgate London EC2M 6SQ,Broadgrove Planning &amp; Development,ja@broadgrove.co.uk
101 Moorgate London EC2M 6SL,Savills,amreen.kausar@savills.com
26,ISG Ltd,Holly.AnneDe-Buriatte@isgltd.com
94 Moorgate London EC2M 6UR,Lewis &amp; Hickey,carol.leitch@lewishickey.com
94 Moorgate London EC2M 6UR,Lewis &amp; Hickey,carol.leitch@lewishickey.com
202 Cromwell Tower Barbican London EC2Y 8DD,Blair Associates,g.muncaster@blairaarch.com
610 Gilbert House Barbican London EC2Y 8BD,Thomson Brothers (London) Ltd,admin@thomsonbrothers.co.uk
Barbican Arts And Conference Centre Silk Street London EC2Y 8DS,Elementum Surveying,danieljohn@elementumsurveying.co.uk
609 Gilbert House Barbican London EC2Y 8BD,Thomson Brothers,admin@thomsonbrothers.co.uk
City of London School For Girls St Giles,Cowan Architects Ltd,lr@cowan-architects.co.uk
20 Giltspur Street London EC1A 9DD,DP9,amelia.johnson@dp9.co.uk
100 New Bridge Street London EC4V 6JA,DP9 Ltd,carol.bowditch@dp9.co.uk
20 Giltspur Street London EC1A 9DD,DP9 Ltd,amelia.johnson@dp9.co.uk
Central Criminal Court Old Bailey London EC4M 7EH,HOK INTERNATIONAL LTD.,helen.molton@hok.com
Central Criminal Court Old Bailey London EC4M 7EH,HOK INTERNATIONAL LTD.,helen.molton@hok.com
150 Aldersgate Street 3,Gerald Eve LLP,hhowat@geraldeve.com
14,DP9 Limited,zoe.smythe@dp9.co.uk
15 Old Bailey London EC4M 7EF,Studio Moren Ltd,edwardm@studiomoren.co.uk
Furnival Chambers 32 Furnival Street London EC4A 1JQ,Iceni Projects,anoden@iceniprojects.com
